name,type,encodings,constraints.enum
CaseId,integer,,
WEIGHT1,number,,
WEIGHT2,number,,
RND_01,integer,0.0=|1.0=,0.0|1.0
P_OVER,integer,1.0=Gen pop|2.0=AS oversample,1.0|2.0
PS_A_Medicaid,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PS_B_Naloxone,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PS_C_Mandatory,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PS_D_GovSpend,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_C_CurrentWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_A_HistoryWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_D_CurrentMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_B_HistoryMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_E_Dangerous,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_F_Trust,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_CurrentSteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_CurrentHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_HistorySteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SS_HistoryHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PerSt_Trust,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PerSt_Danger,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PerSt_Blame,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PerSt_Lazy,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
InSt_Trust,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
InSt_Danger,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
InSt_Blame,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
InSt_Lazy,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
KB_StopBreath,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
KB_Recover,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
KB_MedCondition,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
KB_FDA,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
SubDangr_Yes1,integer,0.0=No|1.0=Yes,0.0|1.0
SubDangr_Yes2,integer,0.0=No|1.0=Yes,0.0|1.0
SubDangr_No,integer,0.0=No|1.0=Yes,0.0|1.0
SubDangr_DK,integer,0.0=No|1.0=Yes,0.0|1.0
SubDangr_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
SubDangr_REF,integer,0.0=No|1.0=Yes,0.0|1.0
Dangr_Rx,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Dangr_Heroin,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Dangr_Cocaine,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Dangr_Meth,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Dangr_AUD,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_Religious,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_Spiritual,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_PhysicalMental,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_Contributes,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_EnhancedQuality,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_ProfHelp,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_Purpose,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_ControlledUse,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_NoDrugUse,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Recovery_Abstaining,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_PCP,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_Inpatient,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_Rehab,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_SelfHelp,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_Therapist,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_Medication,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_TalkFamily,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_NaturalHealer,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
RecovHelp_FBO,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
DS_Schools,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
DS_Physicians,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
DS_Employers,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
DS_Landlords,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CS_Obtain,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CS_Use,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CS_toJail,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Plcy_Safesites,integer,1.0=Strongly oppose|2.0=Somewhat oppose|3.0=Neither oppose nor support|4.0=Somewhat support|5.0=Strongly support|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Plcy_Nlxn,integer,1.0=Strongly oppose|2.0=Somewhat oppose|3.0=Neither oppose nor support|4.0=Somewhat support|5.0=Strongly support|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Plcy_Syrnge,integer,1.0=Strongly oppose|2.0=Somewhat oppose|3.0=Neither oppose nor support|4.0=Somewhat support|5.0=Strongly support|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PersonalUse_Ever,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
PersonalUse_Last,integer,1.0=Past 6 months|2.0=7 – 12 months ago|3.0=1 – 5 years ago|4.0=5+ years ago|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|98.0|99.0|77.0
PersonalOverdose_Ever,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
PersonalOverdose_times,integer,1.0=Once|2.0=Twice|3.0=3 times|4.0=4 or more times|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|98.0|99.0|77.0
PersonalOverdose_Last,integer,1.0=Past 6 months|2.0=6 – 12 months ago|3.0=1 – 5 years ago|4.0=5+ years ago|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|98.0|99.0|77.0
Narcan_Personal,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
ISS_PoorChar,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ISS_Ashamed,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ISS_BadThings,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ISS_Trust,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ISS_Inferior,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ISS_OutPlace,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ISS_ScrewedUp,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ISS_FeelShame,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AlcoholUse,integer,0.0=No|1.0=Yes,0.0|1.0
CannabisUse,integer,0.0=No|1.0=Yes,0.0|1.0
HeroinUse,integer,0.0=No|1.0=Yes,0.0|1.0
FentanylUse,integer,0.0=No|1.0=Yes,0.0|1.0
OtherOpioidUse,integer,0.0=No|1.0=Yes,0.0|1.0
CrackUse,integer,0.0=No|1.0=Yes,0.0|1.0
MethUse,integer,0.0=No|1.0=Yes,0.0|1.0
XanaxUse,integer,0.0=No|1.0=Yes,0.0|1.0
OtherUse,integer,0.0=No|1.0=Yes,0.0|1.0
OtherUse_TEXT,any,,
NoUse,integer,0.0=No|1.0=Yes,0.0|1.0
SubUse_DK,integer,0.0=No|1.0=Yes,0.0|1.0
SubUse_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
SubUse_REF,integer,0.0=No|1.0=Yes,0.0|1.0
Alcohol_days,integer,1.0=|2.0=|3.0=|4.0=|5.0=|6.0=|7.0=|8.0=|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|98.0|99.0|77.0
Cannabis_days,integer,1.0=|2.0=|3.0=|4.0=|5.0=|6.0=|7.0=|8.0=|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|98.0|99.0|77.0
Heroin_days,integer,1.0=|2.0=|3.0=|4.0=|5.0=|6.0=|7.0=|8.0=|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|98.0|99.0|77.0
Fentanyl_days,integer,1.0=|2.0=|3.0=|4.0=|5.0=|6.0=|7.0=|8.0=|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|98.0|99.0|77.0
OtherOpioids_days,integer,1.0=|2.0=|3.0=|4.0=|5.0=|6.0=|7.0=|8.0=|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|98.0|99.0|77.0
Crack_days,integer,1.0=|2.0=|3.0=|4.0=|5.0=|6.0=|7.0=|8.0=|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|98.0|99.0|77.0
Meth_days,integer,1.0=|2.0=|3.0=|4.0=|5.0=|6.0=|7.0=|8.0=|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|98.0|99.0|77.0
Xanax_days,integer,1.0=|2.0=|3.0=|4.0=|5.0=|6.0=|7.0=|8.0=|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|98.0|99.0|77.0
OtherDrugs_days,integer,1.0=|2.0=|3.0=|4.0=|5.0=|6.0=|7.0=|8.0=|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|98.0|99.0|77.0
FamilyOUD,integer,"1.0=Yes, within the last year|2.0=Yes, more than a year ago|3.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
FamilyOverdose_Ever,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamilyOverdose_Died,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamilyAlcohol,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamilyCannabis,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamilyHeroin,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamilyFentanyl,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamilyOtherOpioids,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamilyCrack,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamilyMeth,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamilyXanax,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamOtherDrugs,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
FamOtherDrugs_TEXT,any,,
ES_PoorChar,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ES_Ashamed,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ES_BadThings,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ES_Trust,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ES_Inferior,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ES_OutPlace,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ES_ScrewedUp,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ES_EmoSupp,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ES_FinSupp,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ES_Treatment,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
ES_Disc,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Often|5.0=Very often|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PersonalConviction_Ever,integer,"1.0=Yes, within the last year|2.0=Yes, more than a year ago|3.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
PersonalIncarceration_Ever,integer,"1.0=Yes, within the last year|2.0=Yes, more than a year ago|3.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
FamilyConviction_Ever,integer,"1.0=Yes, within the last year|2.0=Yes, more than a year ago|3.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
FamilyIncarceration_Ever,integer,"1.0=Yes, within the last year|2.0=Yes, more than a year ago|3.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
MI_C_CurrentWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MI_A_HistoryWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MI_D_CurrentMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MI_B_HistoryMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
